idx,title_raw,text_raw,title,text,content,_topic_
9901064,"

                    Plants and seeds of hybrid corn variety CH176642                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH176642. The invention thus relates to the plants, seeds and tissue cultures of the variety CH176642, and to methods for producing a corn plant produced by crossing a corn plant of variety CH176642 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH176642.         ",plants and seeds of hybrid corn variety ch176642,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch176642. the invention thus relates to the plants, seeds and tissue cultures of the variety ch176642, and to methods for producing a corn plant produced by crossing a corn plant of variety ch176642 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch176642.","plants and seeds of hybrid corn variety ch176642 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch176642. the invention thus relates to the plants, seeds and tissue cultures of the variety ch176642, and to methods for producing a corn plant produced by crossing a corn plant of variety ch176642 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch176642.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10292348,"

                    Plants and seeds of hybrid corn variety CH320399                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH320399. The invention thus relates to the plants, seeds and tissue cultures of the variety CH320399, and to methods for producing a corn plant produced by crossing a corn plant of variety CH320399 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH320399.         ",plants and seeds of hybrid corn variety ch320399,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch320399. the invention thus relates to the plants, seeds and tissue cultures of the variety ch320399, and to methods for producing a corn plant produced by crossing a corn plant of variety ch320399 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch320399.","plants and seeds of hybrid corn variety ch320399 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch320399. the invention thus relates to the plants, seeds and tissue cultures of the variety ch320399, and to methods for producing a corn plant produced by crossing a corn plant of variety ch320399 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch320399.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10070609,"

                    Plants and seeds of hybrid corn variety CH895408                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH895408. The invention thus relates to the plants, seeds and tissue cultures of the variety CH895408, and to methods for producing a corn plant produced by crossing a corn plant of variety CH895408 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH895408.         ",plants and seeds of hybrid corn variety ch895408,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch895408. the invention thus relates to the plants, seeds and tissue cultures of the variety ch895408, and to methods for producing a corn plant produced by crossing a corn plant of variety ch895408 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch895408.","plants and seeds of hybrid corn variety ch895408 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch895408. the invention thus relates to the plants, seeds and tissue cultures of the variety ch895408, and to methods for producing a corn plant produced by crossing a corn plant of variety ch895408 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch895408.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
9992960,"

                    Plants and seeds of hybrid corn variety CH624865                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH624865. The invention thus relates to the plants, seeds and tissue cultures of the variety CH624865, and to methods for producing a corn plant produced by crossing a corn plant of variety CH624865 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH624865.         ",plants and seeds of hybrid corn variety ch624865,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch624865. the invention thus relates to the plants, seeds and tissue cultures of the variety ch624865, and to methods for producing a corn plant produced by crossing a corn plant of variety ch624865 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch624865.","plants and seeds of hybrid corn variety ch624865 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch624865. the invention thus relates to the plants, seeds and tissue cultures of the variety ch624865, and to methods for producing a corn plant produced by crossing a corn plant of variety ch624865 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch624865.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10154635,"

                    Plants and seeds of hybrid corn variety CH836028                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH836028. The invention thus relates to the plants, seeds and tissue cultures of the variety CH836028, and to methods for producing a corn plant produced by crossing a corn plant of variety CH836028 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH836028.         ",plants and seeds of hybrid corn variety ch836028,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch836028. the invention thus relates to the plants, seeds and tissue cultures of the variety ch836028, and to methods for producing a corn plant produced by crossing a corn plant of variety ch836028 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch836028.","plants and seeds of hybrid corn variety ch836028 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch836028. the invention thus relates to the plants, seeds and tissue cultures of the variety ch836028, and to methods for producing a corn plant produced by crossing a corn plant of variety ch836028 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch836028.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
9980455,"

                    Plants and seeds of hybrid corn variety CH785771                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH785771. The invention thus relates to the plants, seeds and tissue cultures of the variety CH785771, and to methods for producing a corn plant produced by crossing a corn plant of variety CH785771 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH785771.         ",plants and seeds of hybrid corn variety ch785771,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch785771. the invention thus relates to the plants, seeds and tissue cultures of the variety ch785771, and to methods for producing a corn plant produced by crossing a corn plant of variety ch785771 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch785771.","plants and seeds of hybrid corn variety ch785771 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch785771. the invention thus relates to the plants, seeds and tissue cultures of the variety ch785771, and to methods for producing a corn plant produced by crossing a corn plant of variety ch785771 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch785771.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10136597,"

                    Plants and seeds of hybrid corn variety CH288975                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH288975. The invention thus relates to the plants, seeds and tissue cultures of the variety CH288975, and to methods for producing a corn plant produced by crossing a corn plant of variety CH288975 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH288975.         ",plants and seeds of hybrid corn variety ch288975,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch288975. the invention thus relates to the plants, seeds and tissue cultures of the variety ch288975, and to methods for producing a corn plant produced by crossing a corn plant of variety ch288975 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch288975.","plants and seeds of hybrid corn variety ch288975 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch288975. the invention thus relates to the plants, seeds and tissue cultures of the variety ch288975, and to methods for producing a corn plant produced by crossing a corn plant of variety ch288975 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch288975.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10306859,"

                    Plants and seeds of hybrid corn variety CH205155                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH205155. The invention thus relates to the plants, seeds and tissue cultures of the variety CH205155, and to methods for producing a corn plant produced by crossing a corn plant of variety CH205155 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH205155.         ",plants and seeds of hybrid corn variety ch205155,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch205155. the invention thus relates to the plants, seeds and tissue cultures of the variety ch205155, and to methods for producing a corn plant produced by crossing a corn plant of variety ch205155 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch205155.","plants and seeds of hybrid corn variety ch205155 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch205155. the invention thus relates to the plants, seeds and tissue cultures of the variety ch205155, and to methods for producing a corn plant produced by crossing a corn plant of variety ch205155 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch205155.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
9992957,"

                    Plants and seeds of hybrid corn variety CH329249                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH329249. The invention thus relates to the plants, seeds and tissue cultures of the variety CH329249, and to methods for producing a corn plant produced by crossing a corn plant of variety CH329249 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH329249.         ",plants and seeds of hybrid corn variety ch329249,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch329249. the invention thus relates to the plants, seeds and tissue cultures of the variety ch329249, and to methods for producing a corn plant produced by crossing a corn plant of variety ch329249 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch329249.","plants and seeds of hybrid corn variety ch329249 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch329249. the invention thus relates to the plants, seeds and tissue cultures of the variety ch329249, and to methods for producing a corn plant produced by crossing a corn plant of variety ch329249 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch329249.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
9999194,"

                    Plants and seeds of hybrid corn variety CH744817                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH744817. The invention thus relates to the plants, seeds and tissue cultures of the variety CH744817, and to methods for producing a corn plant produced by crossing a corn plant of variety CH744817 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH744817.         ",plants and seeds of hybrid corn variety ch744817,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch744817. the invention thus relates to the plants, seeds and tissue cultures of the variety ch744817, and to methods for producing a corn plant produced by crossing a corn plant of variety ch744817 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch744817.","plants and seeds of hybrid corn variety ch744817 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch744817. the invention thus relates to the plants, seeds and tissue cultures of the variety ch744817, and to methods for producing a corn plant produced by crossing a corn plant of variety ch744817 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch744817.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10154636,"

                    Plants and seeds of hybrid corn variety CH311019                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH311019. The invention thus relates to the plants, seeds and tissue cultures of the variety CH311019, and to methods for producing a corn plant produced by crossing a corn plant of variety CH311019 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH311019.         ",plants and seeds of hybrid corn variety ch311019,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch311019. the invention thus relates to the plants, seeds and tissue cultures of the variety ch311019, and to methods for producing a corn plant produced by crossing a corn plant of variety ch311019 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch311019.","plants and seeds of hybrid corn variety ch311019 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch311019. the invention thus relates to the plants, seeds and tissue cultures of the variety ch311019, and to methods for producing a corn plant produced by crossing a corn plant of variety ch311019 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch311019.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10278353,"

                    Plants and seeds of hybrid corn variety CH288451                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH288451. The invention thus relates to the plants, seeds and tissue cultures of the variety CH288451, and to methods for producing a corn plant produced by crossing a corn plant of variety CH288451 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH288451.         ",plants and seeds of hybrid corn variety ch288451,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch288451. the invention thus relates to the plants, seeds and tissue cultures of the variety ch288451, and to methods for producing a corn plant produced by crossing a corn plant of variety ch288451 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch288451.","plants and seeds of hybrid corn variety ch288451 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch288451. the invention thus relates to the plants, seeds and tissue cultures of the variety ch288451, and to methods for producing a corn plant produced by crossing a corn plant of variety ch288451 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch288451.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10085397,"

                    Plants and seeds of hybrid corn variety CH228442                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH228442. The invention thus relates to the plants, seeds and tissue cultures of the variety CH228442, and to methods for producing a corn plant produced by crossing a corn plant of variety CH228442 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH228442.         ",plants and seeds of hybrid corn variety ch228442,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch228442. the invention thus relates to the plants, seeds and tissue cultures of the variety ch228442, and to methods for producing a corn plant produced by crossing a corn plant of variety ch228442 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch228442.","plants and seeds of hybrid corn variety ch228442 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch228442. the invention thus relates to the plants, seeds and tissue cultures of the variety ch228442, and to methods for producing a corn plant produced by crossing a corn plant of variety ch228442 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch228442.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10219479,"

                    Plants and seeds of hybrid corn variety CH702044                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH702044. The invention thus relates to the plants, seeds and tissue cultures of the variety CH702044, and to methods for producing a corn plant produced by crossing a corn plant of variety CH702044 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH702044.         ",plants and seeds of hybrid corn variety ch702044,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch702044. the invention thus relates to the plants, seeds and tissue cultures of the variety ch702044, and to methods for producing a corn plant produced by crossing a corn plant of variety ch702044 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch702044.","plants and seeds of hybrid corn variety ch702044 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch702044. the invention thus relates to the plants, seeds and tissue cultures of the variety ch702044, and to methods for producing a corn plant produced by crossing a corn plant of variety ch702044 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch702044.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10039253,"

                    Plants and seeds of hybrid corn variety CH754140                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH754140. The invention thus relates to the plants, seeds and tissue cultures of the variety CH754140, and to methods for producing a corn plant produced by crossing a corn plant of variety CH754140 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH754140.         ",plants and seeds of hybrid corn variety ch754140,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch754140. the invention thus relates to the plants, seeds and tissue cultures of the variety ch754140, and to methods for producing a corn plant produced by crossing a corn plant of variety ch754140 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch754140.","plants and seeds of hybrid corn variety ch754140 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch754140. the invention thus relates to the plants, seeds and tissue cultures of the variety ch754140, and to methods for producing a corn plant produced by crossing a corn plant of variety ch754140 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch754140.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
4847243,"

                    Treatment for fescue toxicosis in grazing animals                
","
            There is disclosed a method for the prevention of fescue toxicosis in grazing animals. Fescue toxicosis results from a grazing animal ingesting certain toxins present in or on the grass which can impair growth, reproductive performance, and is sometimes fatal. It has been discovered that the administration of ivermectin or related avermectin compounds is effective in reducing or eliminating the toxic effects of fescue endophyte ingestion.        ",treatment for fescue toxicosis in grazing animals,"there is disclosed a method for the prevention of fescue toxicosis in grazing animals. fescue toxicosis results from a grazing animal ingesting certain toxins present in or on the grass which can impair growth, reproductive performance, and is sometimes fatal. it has been discovered that the administration of ivermectin or related avermectin compounds is effective in reducing or eliminating the toxic effects of fescue endophyte ingestion.","treatment for fescue toxicosis in grazing animals there is disclosed a method for the prevention of fescue toxicosis in grazing animals. fescue toxicosis results from a grazing animal ingesting certain toxins present in or on the grass which can impair growth, reproductive performance, and is sometimes fatal. it has been discovered that the administration of ivermectin or related avermectin compounds is effective in reducing or eliminating the toxic effects of fescue endophyte ingestion.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; grass_use_effective; combination_reduce_temperature
10334807,"

                    Plants and seeds of hybrid corn variety CH288822                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH288822. The invention thus relates to the plants, seeds and tissue cultures of the variety CH288822, and to methods for producing a corn plant produced by crossing a corn plant of variety CH288822 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH288822.         ",plants and seeds of hybrid corn variety ch288822,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch288822. the invention thus relates to the plants, seeds and tissue cultures of the variety ch288822, and to methods for producing a corn plant produced by crossing a corn plant of variety ch288822 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch288822.","plants and seeds of hybrid corn variety ch288822 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch288822. the invention thus relates to the plants, seeds and tissue cultures of the variety ch288822, and to methods for producing a corn plant produced by crossing a corn plant of variety ch288822 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch288822.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
9918448,"

                    Plants and seeds of hybrid corn variety CH324182                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH324182. The invention thus relates to the plants, seeds and tissue cultures of the variety CH324182, and to methods for producing a corn plant produced by crossing a corn plant of variety CH324182 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH324182.         ",plants and seeds of hybrid corn variety ch324182,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch324182. the invention thus relates to the plants, seeds and tissue cultures of the variety ch324182, and to methods for producing a corn plant produced by crossing a corn plant of variety ch324182 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch324182.","plants and seeds of hybrid corn variety ch324182 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch324182. the invention thus relates to the plants, seeds and tissue cultures of the variety ch324182, and to methods for producing a corn plant produced by crossing a corn plant of variety ch324182 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch324182.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10238070,"

                    Plants and seeds of hybrid corn variety CH720451                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH720451. The invention thus relates to the plants, seeds and tissue cultures of the variety CH720451, and to methods for producing a corn plant produced by crossing a corn plant of variety CH720451 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH720451.         ",plants and seeds of hybrid corn variety ch720451,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch720451. the invention thus relates to the plants, seeds and tissue cultures of the variety ch720451, and to methods for producing a corn plant produced by crossing a corn plant of variety ch720451 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch720451.","plants and seeds of hybrid corn variety ch720451 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch720451. the invention thus relates to the plants, seeds and tissue cultures of the variety ch720451, and to methods for producing a corn plant produced by crossing a corn plant of variety ch720451 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch720451.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10143171,"

                    Plants and seeds of hybrid corn variety CH851343                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH851343. The invention thus relates to the plants, seeds and tissue cultures of the variety CH851343, and to methods for producing a corn plant produced by crossing a corn plant of variety CH851343 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH851343.         ",plants and seeds of hybrid corn variety ch851343,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch851343. the invention thus relates to the plants, seeds and tissue cultures of the variety ch851343, and to methods for producing a corn plant produced by crossing a corn plant of variety ch851343 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch851343.","plants and seeds of hybrid corn variety ch851343 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch851343. the invention thus relates to the plants, seeds and tissue cultures of the variety ch851343, and to methods for producing a corn plant produced by crossing a corn plant of variety ch851343 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch851343.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10136598,"

                    Plants and seeds of hybrid corn variety CH887497                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH887497. The invention thus relates to the plants, seeds and tissue cultures of the variety CH887497, and to methods for producing a corn plant produced by crossing a corn plant of variety CH887497 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH887497.         ",plants and seeds of hybrid corn variety ch887497,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch887497. the invention thus relates to the plants, seeds and tissue cultures of the variety ch887497, and to methods for producing a corn plant produced by crossing a corn plant of variety ch887497 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch887497.","plants and seeds of hybrid corn variety ch887497 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch887497. the invention thus relates to the plants, seeds and tissue cultures of the variety ch887497, and to methods for producing a corn plant produced by crossing a corn plant of variety ch887497 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch887497.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10278355,"

                    Plants and seeds of hybrid corn variety CH830401                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH830401. The invention thus relates to the plants, seeds and tissue cultures of the variety CH830401, and to methods for producing a corn plant produced by crossing a corn plant of variety CH830401 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH830401.         ",plants and seeds of hybrid corn variety ch830401,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch830401. the invention thus relates to the plants, seeds and tissue cultures of the variety ch830401, and to methods for producing a corn plant produced by crossing a corn plant of variety ch830401 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch830401.","plants and seeds of hybrid corn variety ch830401 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch830401. the invention thus relates to the plants, seeds and tissue cultures of the variety ch830401, and to methods for producing a corn plant produced by crossing a corn plant of variety ch830401 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch830401.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
10194628,"

                    Plants and seeds of hybrid corn variety CH306870                
","
            According to the invention, there is provided seed and plants of the hybrid corn variety designated CH306870. The invention thus relates to the plants, seeds and tissue cultures of the variety CH306870, and to methods for producing a corn plant produced by crossing a corn plant of variety CH306870 with itself or with another corn plant, such as a plant of another variety. The invention further relates to genetic complements of plants of variety CH306870.         ",plants and seeds of hybrid corn variety ch306870,"according to the invention, there is provided seed and plants of the hybrid corn variety designated ch306870. the invention thus relates to the plants, seeds and tissue cultures of the variety ch306870, and to methods for producing a corn plant produced by crossing a corn plant of variety ch306870 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch306870.","plants and seeds of hybrid corn variety ch306870 according to the invention, there is provided seed and plants of the hybrid corn variety designated ch306870. the invention thus relates to the plants, seeds and tissue cultures of the variety ch306870, and to methods for producing a corn plant produced by crossing a corn plant of variety ch306870 with itself or with another corn plant, such as a plant of another variety. the invention further relates to genetic complements of plants of variety ch306870.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; water_soil_plant; level_feature_maintain
